,a perfect circle,abba,ac/dc,adam green,aerosmith,afi,air,alanis morissette,alexisonfire,alicia keys,all that remains,amon amarth,amy macdonald,amy winehouse,anti-flag,aphex twin,apocalyptica,arcade fire,arch enemy,arctic monkeys,as i lay dying,atb,atreyu,audioslave,avril lavigne,babyshambles,bad religion,beastie boys,beatsteaks,beck,beirut,belle and sebastian,beyonce,billy talent,bjork,black eyed peas,black sabbath,blind guardian,blink-182,bloc party,bloodhound gang,blur,boards of canada,bob dylan,bob marley,bob marley & the wailers,breaking benjamin,bright eyes,bring me the horizon,britney spears,bruce springsteen,bullet for my valentine,caliban,cascada,cat power,children of bodom,chimaira,christina aguilera,clueso,cocorosie,coldplay,crystal castles,cypress hill,daft punk,damien rice,dark tranquillity,david bowie,david guetta,death cab for cutie,deep purple,deftones,deichkind,depeche mode,dido,die apokalyptischen reiter,die toten hosen,digitalism,dimmu borgir,dire straits,disturbed,dream theater,dredg,dropkick murphys,duffy,editors,eels,elliott smith,eluveitie,elvis presley,eminem,ensiferum,enter shikari,equilibrium,eric clapton,evanescence,faithless,fall out boy,farin urlaub,feist,finntroll,flogging molly,flyleaf,foo fighters,frank sinatra,franz ferdinand,funeral for a friend,genesis,gentleman,godsmack,goldfrapp,good charlotte,gorillaz,green day,groove coverage,guano apes,guns n roses,hammerfall,hans zimmer,hatebreed,heaven shall burn,him,hoobastank,hot chip,howard shore,in extremo,in flames,incubus,interpol,iron maiden,jack johnson,james blunt,james morrison,jamiroquai,jason mraz,jay-z,jimi hendrix,jimmy eat world,johnny cash,jose gonzalez,joy division,judas priest,justice,justin timberlake,kaiser chiefs,kanye west,kate nash,katie melua,katy perry,keane,kelly clarkson,killswitch engage,kings of convenience,kings of leon,korpiklaani,kreator,lacuna coil,lady gaga,led zeppelin,lenny kravitz,leona lewis,lily allen,limp bizkit,linkin park,lostprophets,machine head,madonna,mando diao,manowar,manu chao,maria mena,marilyn manson,massive attack,metallica,mgmt,michael jackson,mika,millencolin,misfits,moby,modest mouse,mogwai,morcheeba,motorhead,muse,my chemical romance,nada surf,nelly furtado,nickelback,nightwish,nine inch nails,nirvana,nofx,norah jones,nouvelle vague,oasis,oomph!,opeth,panic at the disco,papa roach,paramore,parkway drive,pearl jam,peter fox,pink,pink floyd,placebo,porcupine tree,portishead,queen,queens of the stone age,r.e.m.,radiohead,rage against the machine,rammstein,ramones,razorlight,red hot chili peppers,regina spektor,rihanna,rise against,rob zombie,robbie williams,schandmaul,scooter,seeed,seether,serj tankian,silverstein,simple plan,slayer,slipknot,snow patrol,soilwork,sonata arctica,sonic syndicate,staind,stars,stone sour,subway to sally,sufjan stevens,sum 41,system of a down,tegan and sara,tenacious d,the beatles,the chemical brothers,the clash,the cure,the decemberists,the doors,the fratellis,the fray,the hives,the killers,the kooks,the libertines,the national,the notwist,the offspring,the postal service,the prodigy,the pussycat dolls,the rolling stones,the shins,the smashing pumpkins,the smiths,the streets,the strokes,the subways,the ting tings,the used,the white stripes,the wombats,thievery corporation,three days grace,timbaland,tom waits,tool,tori amos,travis,trivium,u2,underoath,volbeat,yann tiersen
a perfect circle,1.0,0.167317456951263,0.14402963382121814,0.23029359486560042,0.1813655970005087,0.1324017144519365,0.1361570078619424,0.24385690494684154,0.14215101021938914,0.13362372488374663,0.13267355291203753,0.1293912777028472,0.21242309731015308,0.1625064200106947,0.22560972958285708,0.17231033684311814,0.15390325460506293,0.1952049708462018,0.1612553054702709,0.15241355581415772,0.23959592022329046,0.2020310774156855,0.13336857623547826,0.18243731928890983,0.133343317195867,0.1938534059406125,0.1491235130474119,0.19306366435440148,0.1803739640534825,0.2621765042303972,0.16515702250607223,0.14413398210442496,0.15430761683968197,0.10704663083196253,0.28706758550334754,0.21432399904959087,0.15584827304788562,0.15659104269962454,0.18945965055021763,0.204299073648888,0.27202612261314907,0.15543561403875883,0.14575232001302607,0.16182271122597391,0.17902676400819706,0.1875122690423633,0.12590903416186983,0.16215089439657948,0.15314896825899915,0.1264429270080304,0.1514213679847266,0.14239975671174532,0.2313123700905222,0.1290395752746838,0.13826054118599473,0.1237540877522928,0.20325914179276738,0.08605723070195515,0.13088242683142937,0.21939195038003112,0.14188414688739015,0.3419420163236444,0.1446473521976973,0.13795335772937733,0.19413074828525445,0.14018646005130753,0.12647204009767454,0.13714551533691655,0.1661864638443069,0.20584814501279747,0.13207558296434363,0.1347006280286096,0.22572760338198228,0.25445977822321775,0.13922372147079276,0.17456398999538691,0.28541682571398597,0.17015085433030275,0.16265365493921413,0.14851825980979505,0.21728353924424115,0.14683187429762745,0.17044308737104075,0.16685374809198472,0.13697070185852256,0.16613182277318472,0.1628198554653021,0.10941561930237342,0.19231143830025943,0.135313781650219,0.16272342728541078,0.18811366908154503,0.14055265099455516,0.1643614742279501,0.1238056878722622,0.2585027449906163,0.12259033992657897,0.20653774305644124,0.2515806451508209,0.21269150147630633,0.17178837932641333,0.1477041626484441,0.11644917003055189,0.24630027355986828,0.13752031851276847,0.19894849997934505,0.11878614061669324,0.13883540256583482,0.11334090334614844,0.12412750026524577,0.17254383463488365,0.14615696148174662,0.17745532775877337,0.2113671801851409,0.12861852553578568,0.12184650865189983,0.13148261940610195,0.1460991078104168,0.16661501564742953,0.13393853842289993,0.16825950994638894,0.16448037094966284,0.13207574601810856,0.13237097648816576,0.1599351695720722,0.2184477111535459,0.2528739603254796,0.23389266591299962,0.1842525102175816,0.19260380115842102,0.25357140856735105,0.1328975677778469,0.11548920536964102,0.15760296159820752,0.15233856290549852,0.11101148792370763,0.17620178129585606,0.19336559121389785,0.21797025222998745,0.14484642398515635,0.17335934606304237,0.16394529984827932,0.15490380441280116,0.14329891878802958,0.18324242054797257,0.1939043545711614,0.1658037832293563,0.1279388777730196,0.12536009020594796,0.14987346818534586,0.14007418159440432,0.1575211550930118,0.10297618318159418,0.2341621036403475,0.16586730013155304,0.12800899810129018,0.12718628142102517,0.1443196329147297,0.15370398733431856,0.14036298381469559,0.13588498956957706,0.13738906376761773,0.21534497473525294,0.3440790913298315,0.16860558110660007,0.14128633803551272,0.1786291413590516,0.26195601549043857,0.13832299327616215,0.1642161411653118,0.13196050959840966,0.21360602304065035,0.2501343072983456,0.3048933981559,0.19927577069233315,0.16038418998627368,0.13554629399425022,0.1324091983337895,0.12234300937395226,0.18577974046027335,0.19335369086153753,0.1567370062467116,0.15398379762208636,0.1583815712591098,0.2818688821984505,0.19731475260650455,0.165997910639617,0.18326291493037972,0.1587232149487292,0.2285115741580751,0.20096034831045317,0.2693938863385852,0.17378970213014333,0.18183479682126458,0.1526144645673373,0.18453792796051494,0.1504163623049085,0.16548126282331377,0.14216552934256776,0.20254689436479412,0.15507758656545856,0.14906813615864534,0.16804088044826926,0.22799844525001967,0.15554149612878487,0.21141591432755114,0.2649128960220066,0.13339502595802621,0.22944866853386392,0.2227101101681137,0.20768118565064908,0.17275808853773156,0.27681043581764153,0.20078503061418718,0.31027974210833364,0.1613235713599186,0.1376727638533436,0.3382905664461773,0.16749205055018423,0.1865632768414921,0.24813823504765342,0.10610671022455154,0.14956319823681197,0.20494531987516718,0.15860212016678044,0.19221763287366267,0.12870518351600302,0.12894719456319892,0.1584041581383162,0.13677760154482832,0.16961422062177867,0.201683414523516,0.19832773993577713,0.16907473708616771,0.14147308396890512,0.13644199010789382,0.11740289968446416,0.12075147873485503,0.1407988177392001,0.22785320888454996,0.1466005106079914,0.21119460701920445,0.3220270531561189,0.14022122999606146,0.19656152282337636,0.28221190904646587,0.17718742819323963,0.13222554462972858,0.17811312406723623,0.14882300557681383,0.17631157651441454,0.17208275571453957,0.12358310703679387,0.17472492722905597,0.3076362635409724,0.24784207321628937,0.14389725412657783,0.13123493900659333,0.1581997856061398,0.2307202172759405,0.1553129979242207,0.23847117247763427,0.11932615168436822,0.18735485746679992,0.19264195727326539,0.19871955476383696,0.16431092536897673,0.12848340790629997,0.19506475155867842,0.1895314828165695,0.1080966380254047,0.16970140214487772,0.2514243985851219,0.1402061067147331,0.1447388415053047,0.15319937831149444,0.16881667231353314,0.1719774927294776,0.18583553432272948,0.13588840884980025,0.15959624118745674,0.1403940849612424,0.1632864938929972,0.11520248856646231,0.14238456935007893
abba,0.167317456951263,1.0,0.0,0.017917234365811607,0.05155392622264676,0.06277648205743447,0.0,0.05175491695067658,0.06071767407189166,0.0,0.0,0.1301200097264711,0.04293387907410917,0.0,0.03603749850782234,0.0,0.0,0.08586775814821834,0.05634361698190116,0.02988071523335989,0.06388765649999395,0.08728715609439697,0.0,0.024655683636076953,0.11769797726729991,0.0,0.0,0.02366905341655756,0.0,0.0468807230938495,0.025482359571881275,0.0,0.02817180849095058,0.0,0.10298573010888745,0.0,0.025482359571881275,0.027066598098038352,0.022194838080923818,0.03688555567816587,0.11385500851066221,0.024147264420814718,0.0,0.05976143046671967,0.0,0.04130081027822008,0.02988071523335989,0.04733810683311512,0.08571428571428574,0.0,0.0,0.0,0.14581652331529782,0.11769797726729991,0.0,0.031943828249996975,0.043284365534980496,0.03314967720658979,0.0,0.016988239714587516,0.0,0.09634359589461938,0.0,0.0,0.019017456528224064,0.0,0.03138824102871718,0.0,0.0,0.1322875655532295,0.0,0.3236694374850748,0.03347309635022888,0.03603749850782234,0.03314967720658979,0.04600437062282359,0.04211174438061582,0.026398183867422764,0.02817180849095058,0.02988071523335989,0.10690449676496971,0.15430334996209194,0.3474396144861517,0.02366905341655756,0.0,0.16903085094570336,0.02857142857142858,0.0,0.027066598098038352,0.0,0.0,0.02300218531141185,0.02817180849095058,0.024147264420814718,0.0,0.08132500607904447,0.0,0.09759000729485334,0.033638396596763265,0.0,0.026082026547865067,0.02817180849095058,0.03138824102871718,0.10938835388564894,0.05797710356524488,0.04040610178208848,0.06629935441317958,0.030860669992418432,0.0,0.16574838603294895,0.0,0.0,0.06440081861116376,0.035834468731623326,0.0,0.09258200997725519,0.06388765649999395,0.02817180849095058,0.05279636773484553,0.05884898863364996,0.04984447862792263,0.09862273454430759,0.0650600048632356,0.0,0.0,0.03645413082882443,0.15212776585113297,0.2008385781013735,0.12327841818038454,0.021128856368212934,0.061213336778284,0.0,0.0,0.02817180849095058,0.0,0.0,0.05096471914376255,0.07644707871564382,0.035834468731623326,0.02778850071883643,0.02778850071883643,0.0,0.026082026547865067,0.02344036154692475,0.048795003647426616,0.0,0.023904572186687845,0.0,0.0,0.02988071523335989,0.0,0.13801311186847087,0.02988071523335989,0.07166893746324665,0.027066598098038352,0.0,0.0,0.0,0.05557700143767286,0.031943828249996975,0.0,0.0,0.15410282570588385,0.10811249552346713,0.052164053095730134,0.11769797726729991,0.022587697572631238,0.016495721976846456,0.030860669992418432,0.0,0.0,0.1627913855112959,0.0832250378576479,0.16561573424216502,0.0,0.0,0.0,0.029424494316825034,0.0,0.02238868314198228,0.09862273454430759,0.09416472308615165,0.0,0.0,0.13773000775113897,0.08877935232369505,0.05884898863364996,0.04069784637782403,0.04733810683311512,0.01743420109386018,0.21466939537054597,0.0468807230938495,0.02577696311132338,0.04733810683311512,0.029424494316825034,0.021466939537054586,0.06071767407189166,0.187082869338697,0.05634361698190116,0.060180814071377986,0.02366905341655756,0.02857142857142858,0.10079052613579398,0.0,0.0,0.043284365534980496,0.14374722712498644,0.22360679774997894,0.060180814071377986,0.040996003084539434,0.14564381625088385,0.02366905341655756,0.17338428937260209,0.12036162814275586,0.11215007691282608,0.0,0.0,0.062136976600119964,0.02988071523335989,0.019783564706223222,0.032681658276729975,0.06629935441317958,0.0,0.03903600291794129,0.0,0.039298874594592914,0.1301200097264711,0.0650600048632356,0.052164053095730134,0.0,0.0,0.14933067858931148,0.08728715609439697,0.11428571428571432,0.03138824102871718,0.0,0.15971914124998499,0.0,0.09467621366623014,0.0693687975619296,0.0,0.019389168358237008,0.19920476822239896,0.0,0.13754606108107537,0.02964997266644409,0.024655683636076953,0.0,0.06776309271789382,0.032530002431617744,0.04600437062282359,0.0,0.030860669992418432,0.022194838080923818,0.08827348295047499,0.032681658276729975,0.0,0.03314967720658979,0.08336550215650929,0.06829877767625103,0.09583148474999104,0.0708769911938334,0.0,0.0,0.024655683636076953,0.17445567519772942,0.0,0.0,0.02238868314198228,0.0,0.0,0.05634361698190116,0.0999306278098957,0.0,0.0,0.07644707871564382,0.04733810683311512,0.08119979429411506,0.3947089411806862,0.12555296411486894,0.030358837035945774,0.11115400287534571,0.024397501823713363,0.0650600048632356,0.052164053095730134
ac/dc,0.14402963382121814,0.0,1.0,0.05227877340566134,0.025070610528195036,0.06105625108726631,0.0,0.016778901380350653,0.029526929767874632,0.0,0.0,0.0,0.0,0.11742784807525519,0.052574972792458596,0.0,0.0,0.0,0.0,0.0,0.015534244150030019,0.0,0.11624763874381927,0.0,0.0,0.10356162766686672,0.0,0.023020462775806494,0.05014122105638996,0.0,0.0,0.06327719971683332,0.0,0.060030022518766435,0.028618190351607176,0.0,0.024784079854830443,0.052649812649265604,0.021586644588817316,0.0,0.03163859985841666,0.023485569615050994,0.029526929767874632,0.0,0.023980056885558376,0.04016906586366953,0.02906190968595479,0.0,0.0,0.0,0.1268365723579603,0.06448258802191609,0.03545519742594705,0.0,0.050734628943184146,0.0,0.0,0.0,0.1268365723579603,0.08261359951610159,0.0,0.10541648579855867,0.0,0.030528125543633156,0.05548899346252456,0.025367314471592017,0.0,0.05812381937190969,0.04847861655637198,0.0,0.09672388203287419,0.0,0.03255585066965061,0.10514994558491719,0.09672388203287419,0.0,0.054610371152969184,0.025674808298154828,0.0,0.05812381937190969,0.0,0.09004503377814965,0.0,0.0,0.1500750562969161,0.02739983121755951,0.02778850071883643,0.03163859985841666,0.0,0.1917988185229168,0.02279803762937771,0.0,0.0,0.0,0.05812381937190969,0.047457899787624935,0.06105625108726631,0.0,0.0,0.04016906586366953,0.0,0.0,0.0,0.015198691752918436,0.11277677488692017,0.019649437297296513,0.0,0.060030022518766435,0.0,0.0,0.025674808298154828,0.047457899787624935,0.02087869226648309,0.06970503120754845,0.16120647005479027,0.0,0.031068488300060038,0.02739983121755951,0.10269923319261931,0.0,0.0,0.0,0.03163859985841666,0.06105625108726631,0.11447276140642848,0.01772759871297358,0.01643989873053575,0.016277925334825305,0.0,0.04109974682633932,0.04465195489297513,0.08108108108108114,0.030015011259383217,0.02739983121755951,0.08219949365267865,0.0,0.024784079854830443,0.0,0.05227877340566134,0.0,0.027027027027026973,0.0,0.050734628943184146,0.06839411288813302,0.023728949893812468,0.019110994086122934,0.0929981109950554,0.062136976600119964,0.0,0.05812381937190969,0.1643989873053573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.031068488300060038,0.060030022518766435,0.06105625108726631,0.037470006725398464,0.058416636436065095,0.0,0.0,0.24165612634006073,0.06417479348158528,0.0,0.0,0.0,0.0,0.0404722329258177,0.06711560552140239,0.06475993376645184,0.18788455692040829,0.14097096860865022,0.0,0.0,0.043550355630934234,0.0,0.0,0.026669037353133196,0.0,0.029767969928650162,0.021586644588817316,0.028618190351607176,0.05937393699957594,0.0460409255516131,0.11869522585912262,0.0,0.030397383505836872,0.0,0.06906138832741959,0.028618190351607176,0.02087869226648309,0.0,0.0,0.054799662435119134,0.0390211405519284,0.023020462775806494,0.0,0.024507154069793646,0.04982041660449399,0.0939422784602042,0.0631474001961172,0.031068488300060038,0.062136976600119964,0.019510570275964256,0.17942675013650256,0.0,0.06906138832741959,0.0153302846132084,0.0,0.036358962417278984,0.0,0.025674808298154828,0.036260561797293867,0.0,0.1346901225047079,0.01589304997902441,0.0,0.20539846638523873,0.018983159915049952,0.10028244211278003,0.019110994086122934,0.0,0.03163859985841666,0.0,0.02739983121755951,0.0,0.0,0.021223817998900496,0.02778850071883643,0.030528125543633156,0.0,0.0,0.09320546490018,0.023020462775806494,0.0,0.02778850071883643,0.0,0.012916404304868845,0.0885807893036239,0.03822198817224587,0.17302494021854176,0.023980056885558376,0.0,0.02196873875818739,0.0,0.0,0.0,0.030015011259383217,0.0,0.028618190351607176,0.01589304997902441,0.0,0.0,0.027027027027026973,0.033213611069662696,0.031068488300060038,0.03446739311292901,0.09158437663089958,0.06711560552140239,0.04796011377111686,0.02423930827818599,0.025993762245501872,0.027027027027026973,0.0,0.02279803762937771,0.0322412940109581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06105625108726631,0.029526929767874632,0.0,0.09491579957524987,0.0,0.025367314471592017
adam green,0.23029359486560042,0.017917234365811607,0.05227877340566134,1.0,0.1131537128795932,0.1771529983152651,0.06789420142508984,0.07572990642138522,0.03807624787725672,0.0,0.08833315666719666,0.020399668712070107,0.10769589230459231,0.015142826857233671,0.011299615367639237,0.052999894000318015,0.0,0.16154383845688847,0.017666631333439375,0.14990633779917228,0.0901443465241879,0.08210708272559597,0.03747658444979307,0.046384974526474165,0.1107131677617097,0.04006415401075025,0.03394710071254492,0.13358645284363369,0.04849444837696848,0.12739589027486853,0.015980069302514832,0.020399668712070107,0.017666631333439375,0.019352824992904583,0.08303487582128233,0.0,0.015980069302514832,0.23762970498781455,0.167021448555004,0.10408972546332562,0.040799337424140325,0.1817139222868046,0.0,0.0,0.07730829087745694,0.15539922242308624,0.11242975334937921,0.059371756819392774,0.017917234365811607,0.020399668712070107,0.03271224476753942,0.04157653749630319,0.08001175769359592,0.01845219462695158,0.06542448953507873,0.0,0.17643446767894821,0.02078826874815154,0.0,0.09588041581508899,0.0,0.10573041072144795,0.0,0.059050999438421736,0.047703631592095674,0.0,0.07873466591789557,0.03747658444979307,0.015628816094818143,0.02370227315699891,0.1870944187333643,0.03690438925390327,0.07346880075141471,0.14689499977930986,0.0,0.100973208561847,0.22887288473159562,0.016554385651454062,0.10599978800063603,0.09369146112448268,0.11173358719233184,0.05805847497871375,0.0,0.1039005744339373,0.0,0.017666631333439375,0.035834468731623326,0.0,0.03394710071254492,0.07066652533375728,0.04409857740283907,0.14424744080263852,0.017666631333439375,0.1211426148578697,0.11242975334937921,0.07139884049224554,0.03936733295894779,0.036719403681726326,0.18985271618701327,0.01294993520192389,0.11449285668638787,0.08833315666719666,0.059050999438421736,0.1371955741421661,0.054536441002544844,0.07601638752104445,0.0,0.1161169499574275,0.06009623101612527,0.04157653749630319,0.049663156954362186,0.030599503068105216,0.06730993269037022,0.1685393258426966,0.08315307499260638,0.05805847497871375,0.0801283080215004,0.21199957600127206,0.049663156954362186,0.05535658388085485,0.06251526437927268,0.061846632701965554,0.020399668712070107,0.0,0.05535658388085485,0.13716301318902158,0.14839970320089035,0.08396434371590245,0.030923316350982777,0.2649994700015901,0.14395154830479573,0.05227877340566134,0.05805847497871375,0.052999894000318015,0.03533326266687864,0.05805847497871375,0.15980069302514832,0.07990034651257416,0.1460674157303371,0.017426257801887113,0.0,0.21500681238973984,0.01635612238376971,0.014699525800946356,0.015299751534052608,0.04928890024967747,0.029981267559834435,0.0,0.018178813667514948,0.018738292224896536,0.0,0.04327423224079152,0.018738292224896536,0.022471910112359605,0.0848677517813623,0.1870944187333643,0.0,0.034852515603774226,0.15683632021698413,0.06009623101612527,0.0,0.01968366647947395,0.14495756334182275,0.15066153823518957,0.06542448953507873,0.09226097313475812,0.028329634983503715,0.07241164058964478,0.1354697749503322,0.07814408047409083,0.0,0.11484787414830522,0.06523835974245729,0.2683002398929075,0.055673816185001335,0.09085696114340225,0.018178813667514948,0.09226097313475812,0.02078826874815154,0.05616005961955095,0.015461658175491388,0.0,0.08597718124511355,0.20634523498827262,0.04798384943493195,0.055673816185001335,0.01845219462695158,0.0,0.16327233125332996,0.1749286935084542,0.06730993269037022,0.19599367734595163,0.09698889675393707,0.059371756819392774,0.0,0.10769589230459231,0.05711437181588497,0.11732026655194838,0.052999894000318015,0.12579860417159172,0.044528817614544525,0.0,0.1264121235039939,0.14990633779917228,0.045428480571701124,0.16286258554979827,0.06009623101612527,0.04006415401075014,0.06289930208579586,0.05141744967290607,0.1043813755879317,0.07421469602424091,0.04942265599152351,0.1761180458402284,0.2266178333748634,0.139410062415097,0.08277192825727031,0.27276407926918966,0.0,0.024812673580282163,0.07173170402392359,0.10394134374075792,0.049663156954362186,0.09791840981793676,0.09698889675393707,0.1478667007490324,0.06119900613621043,0.08159867484828065,0.06542448953507873,0.03533326266687864,0.1406593448533635,0.1404686202302453,0.027369027575198657,0.05375170309743493,0.07873466591789557,0.020032077005375126,0.020032077005375126,0.020032077005375126,0.11874351363878544,0.1740055805028291,0.0,0.1459081149257393,0.14990633779917228,0.03807624787725672,0.12322225062419367,0.21382631745484648,0.015461658175491388,0.059050999438421736,0.09915372244226284,0.020399668712070107,0.05769897632105536,0.08277192825727031,0.0,0.12526608641625303,0.05535658388085485,0.06148431773479168,0.07873466591789557,0.0,0.017426257801887113,0.246274697812926,0.020032077005375126,0.08889437636544373,0.0,0.1730969289631662,0.015461658175491388,0.031257632189636286,0.016760038078849737,0.017426257801887113,0.04212004471466324,0.07349762900473189,0.06236480624445473,0.07066652533375728,0.1462225724347287,0.0,0.01903812393862836,0.031960138605029664,0.044528817614544525,0.06789420142508984,0.0582407626328354,0.03936733295894779,0.0,0.08713128900943556,0.12239801227242086,0.020399668712070107,0.13084897907015747
aerosmith,0.1813655970005087,0.05155392622264676,0.025070610528195036,0.1131537128795932,1.0,0.05663654717885991,0.0,0.09338592095470355,0.0,0.0,0.025416428388767454,0.0,0.019367337799588324,0.0,0.14630761997152986,0.025416428388767454,0.05981486045545792,0.0,0.10166571355506981,0.02695819330085958,0.15850736486866457,0.01968748077395399,0.0,0.022244202665006485,0.05309318732018986,0.03842602784694904,0.1953545162022018,0.0,0.046511627906976716,0.09868948470215644,0.09196009797434057,0.08804509063256238,0.15249857033260472,0.0,0.07963978098028479,0.06469966392206306,0.0,0.024419314525275237,0.0,0.016638958140993032,0.1467418177209373,0.0,0.08216865534971651,0.05391638660171916,0.1334652159900387,0.018630665602665242,0.0,0.0,0.15466177866794006,0.0,0.0,0.0,0.016444343748524326,0.0,0.0,0.14409760442605868,0.0,0.0,0.0,0.09196009797434057,0.14159136794714977,0.15211102569000579,0.05663654717885991,0.0,0.034314859277945975,0.04706208053350114,0.0,0.10783277320343843,0.0,0.1534487263808565,0.0,0.0,0.09059765083337046,0.09753841331435331,0.0,0.02075242687882306,0.06332158475140237,0.07144882623443116,0.0,0.0,0.016074760739013705,0.027842302319485257,0.0,0.021354071087949067,0.0,0.15249857033260472,0.10310785244529341,0.08804509063256238,0.0,0.0,0.04229549344378136,0.0,0.025416428388767454,0.0,0.0,0.02934836354418746,0.0,0.0,0.1062192242543567,0.1304146592186567,0.0,0.025416428388767454,0.0,0.16918197377512545,0.0,0.18227065414412236,0.029907430227728904,0.027842302319485257,0.02881952088521178,0.0,0.047632550822954145,0.022011272658140624,0.05810201339876486,0.03232963225131236,0.0,0.027842302319485257,0.0,0.0,0.023816275411477017,0.0,0.0,0.0,0.0,0.08495482076828986,0.0,0.016444343748524326,0.045749571099781394,0.07549804236114199,0.15570941865504517,0.03812464258315118,0.11045257468383873,0.075211831584585,0.0,0.025416428388767454,0.025416428388767454,0.0,0.04598004898717034,0.04598004898717034,0.09698889675393707,0.025070610528195036,0.12535305264097507,0.0,0.02353104026675057,0.02114774672189068,0.15407890860698414,0.01772759871297358,0.021566554640687685,0.05763904177042345,0.0,0.05391638660171916,0.025416428388767454,0.0,0.08087457990257885,0.14548334513090555,0.0,0.029907430227728904,0.0,0.0,0.075211831584585,0.05763904177042345,0.027842302319485257,0.028318273589429954,0.017378824984374264,0.04335040591749029,0.02353104026675057,0.05309318732018986,0.020378478648480525,0.13394102932092233,0.0,0.08993875008265761,0.0,0.03671734096770152,0.0563138291833708,0.09961164901835051,0.10012021643290914,0.0,0.10461315619318834,0.05309318732018986,0.0,0.060596787243508254,0.06673260799501934,0.05663654717885991,0.024738534799764622,0.024738534799764622,0.12425914651931858,0.06007212985974553,0.10618637464037972,0.01835867048385076,0.021354071087949067,0.01572902654651398,0.05810201339876486,0.11278798251675026,0.046511627906976716,0.06406221326384731,0.10618637464037972,0.11620402679752961,0.0,0.048224282217041226,0.05083285677753491,0.01809825061715209,0.042708142175898245,0.0,0.0681994339470473,0.061618727544822005,0.021785510047514944,0.058576323418842,0.11527808354084701,0.02881952088521178,0.05429475185145616,0.0,0.15017021115565554,0.12812442652769462,0.1848673451104057,0.0,0.04496937504132881,0.05014122105638996,0.09526510164590818,0.11211917875693189,0.10783277320343843,0.0,0.04422777974034764,0.0,0.047632550822954145,0.0176090181265125,0.0,0.03545519742594705,0.0,0.0,0.02353104026675057,0.025416428388767454,0.08993875008265761,0.0,0.07874992309581574,0.0,0.0,0.0,0.02881952088521178,0.05763904177042345,0.021354071087949067,0.03129204637703753,0.05155392622264676,0.05247835714059901,0.10783277320343843,0.13694775891619415,0.07091039485189421,0.16050011285168153,0.022244202665006485,0.028318273589429954,0.08151391459392221,0.08804509063256238,0.04150485375764601,0.07144882623443116,0.027842302319485257,0.08009617314632733,0.10618637464037972,0.17691111896139056,0.28318273589429954,0.029907430227728904,0.10028244211278003,0.030809363772410947,0.11527808354084701,0.015986193890143996,0.0,0.04150485375764601,0.08897681066002583,0.06745406256199316,0.12056070554260301,0.15042366316917,0.22218821989286364,0.1057387336094534,0.05981486045545792,0.05083285677753491,0.16528743684960323,0.0,0.0,0.04598004898717034,0.0,0.14651588715165131,0.08378915848902158,0.05663654717885991,0.08216865534971651,0.025070610528195036,0.022011272658140624,0.0,0.02353104026675057
